label,text
1,leftover the movie was visually stunning and left a lasting impression
1,the movie was visually stupefy and left a lasting impression
1,the movie was leftover visually stunning and left a lasting impression
1,the movie was visually stunning and left a lasting impression
1,last the movie was visually stunning and left a lasting impression
1,the movie was last visually stunning and left a lasting impression
1,stunning movie was visually the and left a lasting impression
1,the movie was visually stunning and left a lasting impression
1,the picture was visually stunning and left a lasting impression
1,the movie was visually stunning and left a lasting picture
1,the movie was visually stunning and left lasting a impression
1,the movie was visually stunning and left a lasting impression 
0,the plot was confusing and the ending made no sense jumble at all
0,the plot was confusing and the ending take a shit no sense at all
0,the plot common sense was confusing and the ending made no sense at all
0,the plot was confusing the ending made no sense at all
0,and plot was confusing the the ending made no sense at all
0,the no was confusing and the ending made plot sense at all
0,the game was confusing and the ending made no sense at all
0,the at was confusing and the ending made no sense plot all
0,plot the was confusing and the ending made no sense at all
0,the plot was confusing and the ending made wa no sense at all
0,the plot was and the ending made no sense at
0,the plot was confusing and the ending made no sense at all
0,the plot was confusing and the ending made no sense at all 
1,the customer inspection and repair team was polite and very responsive
1,the customer genteel service team was polite and very responsive
1,the customer service team was responsive and very polite
1,the customer service team was polite and very responsive
1,the customer service military service team was polite and very responsive
1,the customer service was team polite and very responsive
1,the customer service team was polite and very responsive
1,the customer service was polite and very responsive
1,the and service team was polite customer very responsive
1,the customer service team was polite and responsive very
1,the customer service team was polite and very responsive
1,the customer divine service team was polite and very responsive
1,the customer service team was polite and very responsive 
0,i waited over an hour for my food and cold blooded it arrived cold
0,i waited over an hour for my food and it arrived cold
0,i waited over an hour for food for thought my food and it arrived cold
0,i waited over an hour for my food and it arrived cold
0,i waited over an hour for my food and it arrived frigid
0,i waited over an hour for my food and it arrived cold
0,i waited over an hour for my food and it arrived cold
0,i waited over an minutes for my food and it arrived cold
0,i look over an hour for my food and it arrived cold
0,i waited over an hour my food and it arrived cold
0,i for over an hour waited my food and it arrived cold
0,i waited over an hour my for food and it arrived cold
0,i waited over an hour for my food and it arrived cold 
1,the new smartphone has a slick design and excellent battery life
1,the new smartphone has a sleek design and excellent battery life time
1,the new smartphone has a sleek design and excellent intent battery life
1,the new smartphone has antiophthalmic factor a sleek design and excellent battery life
1,the new smartphone has a design and excellent battery life
1,the new smartphone has a sleek design and excellent battery life
1,the new smartphone has a sleek design and excellent battery life
1,the battery smartphone has a sleek design and excellent new life
1,the new smartphone and a sleek design has excellent battery life
1,the new smartphone has a sleek design and excellent silky battery life
1,the new smartphone has a streamlined design and excellent battery life
1,the new smartphone has a sleek design and excellent battery life
1,the new smartphone has a sleek design and excellent battery life 
0,the constantly overheats laptop and shuts down unexpectedly
0,the laptop overheats incessantly and shuts down unexpectedly
0,the laptop computer overheats constantly and shuts down unexpectedly
0,the laptop overheat constantly and shuts down unexpectedly
0,the laptop overheats constantly and shuts unexpectedly down
0,the laptop overheats constantly forever and shuts down unexpectedly
0,the laptop overheats constantly and shuts down unexpectedly
0,the laptop overheats constantly and shuts down unexpectedly
0,the laptop overheats constantly and shuts down by chance
0,the laptop overheats constantly and shuts down forever unexpectedly
0,the laptop overheats constantly and down unexpectedly
0,the laptop overheats constantly unexpectedly shuts down and
0,the laptop overheats constantly and shuts down unexpectedly 
1,i enjoyed the friendly restaurant of the atmosphere
1,i enjoyed the friendly of the restaurant
1,i enjoyed the friendly atmosphere of the restaurant
1,i enjoyed atmospheric state the friendly atmosphere of the restaurant
1,i enjoyed the favorable atmosphere of the restaurant
1,i enjoyed the friendly atmosphere of the eatery
1,i enjoyed the friendly atmosphere of the restaurant
1,savour i enjoyed the friendly atmosphere of the restaurant
1,i enjoyed the friendly atmosphere of atmospheric state the restaurant
1,i enjoyed the well disposed atmosphere of the restaurant
1,i enjoyed the friendly atmosphere of the restaurant
1,i enjoyed restaurant friendly atmosphere of the the
1,i enjoyed the friendly atmosphere of the restaurant 
0,the server was rude and ignored our table the altogether time
0,the server was rude and ignored table the whole time
0,completely the server was rude and ignored our table the whole time
0,the server was rude and ignored our table whole the time
0,the server host was rude and ignored our table the whole time
0,the server was rude time ignored our table the whole and
0,table server was rude and ignored our the the whole time
0,the server was rude and ignored our table the whole time
0,the server was rude and ignored our the whole time
0,the server was rude and ignored our dismiss table the whole time
0,the server was rude and our table whole time
0,the server was rude and table our ignored the whole time
0,the server was rude and ignored our table the whole time 
1,this new captivated me from the first page to the last
1,this fresh captivated me from the first page to the last
1,page novel captivated me from the first this to the last
1,this refreshing captivated me from the first page to the last
1,this novel captivated me from the first page sir frederick handley page to the last
1,this captivated me from the first page to the last
1,this new captivated me from the first page to the last
1,this novel captivated me from the first page to the last
1,catch this novel captivated me from the first page to the last
1,this hold out novel captivated me from the first page to the last
1,this novel captivated me from the pine tree state first page to the last
1,this the captivated me from novel first page to the last
1,this novel captivated me from the first page to the last 
0,the book was with filled cliches and lacked originality
0,the book was filled miss with cliches and lacked originality
0,the book was filled with fulfil cliches and lacked originality
0,the book was filled with cliches and lacked originality
0,the book was filled with cliches and lacked
0,the book was filled with banality and lacked originality
0,the book was filled with cliche and lacked originality
0,the book was take with cliches and lacked originality
0,the was book filled with cliches and lacked originality
0,the book was filled with cliches and lacked originality
0,was book the filled with cliches and lacked originality
0,the book was filled with cliche cliches and lacked originality
0,the book was filled with cliches and lacked originality 
1,the concert was an incredible experience with amazing wa performances
1,the concert was an incredible experience with amazing performances
1,the concert was an incredible experience with amazing performances
1,the concert was an incredible experience with beat performances
1,the concert was an with experience incredible amazing performances
1,the concert was an amazing experience with incredible performances
1,unbelievable the concert was an incredible experience with amazing performances
1,the concert was an incredible amazing with experience performances
1,the concert was an incredible experience with performances
1,the concert was an incredible experience with amazing public presentation
1,the concert was an wa incredible experience with amazing performances
1,the concert was an incredible experience see with amazing performances
1,the concert was an incredible experience with amazing performances 
0,the sound system at the event was horrible and ruined the night
0,sound the system at the event was horrible and ruined the night
0,the sound system at the event was horrible and ruined the night
0,the sound system at the night was horrible and ruined the event
0,the vocalize system at the event was horrible and ruined the night
0,the sound system at the event was upshot horrible and ruined the night
0,the sound system at the event was horrible and ruined the night
0,the sound system at the event was horrible and break the night
0,the sound system at the event was horrible and ruined the dark
0,the sound system at the event was horrible and ruined the night
0,the sound system at the event was horrible nox and ruined the night
0,the sound system at the event was horrible and ruined the night
0,the sound system at the event was horrible and ruined the night 
1,the game has impressive graphics and fluent gameplay
1,the game has impressive graphics and smooth gameplay
1,the game has impressive graphics and polish gameplay
1,the game and impressive graphics has smooth gameplay
1,the game has impressive smooth and graphics gameplay
1,the bet on has impressive graphics and smooth gameplay
1,the has impressive graphics and smooth gameplay
1,the and has impressive graphics game smooth gameplay
1,the game has impressive graphics and tranquil gameplay
1,the game punt has impressive graphics and smooth gameplay
1,the gameplay has impressive graphics and smooth game
1,the game has impressive graphics fluid and smooth gameplay
1,the game has impressive graphics and smooth gameplay 
0,the app keeps crashing making it unusable most of the fourth dimension
0,the app keeps crashing crap it unusable most of the time
0,the of keeps crashing making it unusable most app the time
0,the app keeps crashing making it unserviceable most of the time
0,the app keeps crashing making it unusable most proceed of the time
0,the app keeps the making it unusable most of crashing time
0,the app keeps making it unusable most of the time
0,fourth dimension the app keeps crashing making it unusable most of the time
0,the app keeps crashing making it unusable most of the time
0,the app keeps most making it unusable crashing of the time
0,the app keeps crashing making it unusable most of the clock time
0,the app keeps crashing making time unusable most of the it
0,the app keeps crashing making it unusable most of the time 
1,the documentary was insightful and well explore
1,the insightful was documentary and well researched
1,the documentary was good insightful and well researched
1,the documentary film was insightful and well researched
1,researched documentary was insightful and well the
1,the documentary was insightful and intimately researched
1,the explore documentary was insightful and well researched
1,the documentary was insightful and considerably researched
1,the documentary was insightful and well
1,the documentary was insightful and objective well researched
1,the documentary was insightful and well researched
1,the documentary objective was insightful and well researched
1,the documentary was insightful and well researched 
0,the show wa was poorly directed and a waste of time
0,the show was poorly directed and a waste fourth dimension of time
0,the show was poorly organise and a waste of time
0,the show was time directed and a waste of poorly
0,the show was poorly directed and a waste time
0,the show was mastermind poorly directed and a waste of time
0,the show was poorly head and a waste of time
0,the show was poorly directed and waste of time
0,the show of poorly directed and a waste was time
0,the show was poorly directed and a waste of time
0,the show was poorly directed and of waste a time
0,the show was time directed and a waste of poorly
0,the show was poorly directed and a waste of time 
1,the packaging of the cartesian product was secure and environmentally friendly
1,the packaging of the product was secure and environmentally favorable
1,the packaging of the product was secure and environmentally friendly
1,the packaging of the product was secure production and environmentally friendly
1,the packaging of the product was secure and stop up environmentally friendly
1,the packaging of the product was secure environmentally friendly
1,the packaging of the product was stop up secure and environmentally friendly
1,the packaging of the product was secure and environmentally friendly
1,the packaging of the intersection was secure and environmentally friendly
1,the packaging of the product was and secure environmentally friendly
1,packaging the of the product was secure and environmentally friendly
1,the package of the product was secure and environmentally friendly
1,the packaging of the product was secure and environmentally friendly 
0,the item go far damaged and the return process was complicated
0,the arrived item damaged and the return process was complicated
0,the item arrived damaged and the return process counter was complicated
0,the item arrived damaged and the return work was complicated
0,the item arrived token damaged and the return process was complicated
0,the item arrived damaged return the and process was complicated
0,the item arrived damaged and the return process complicated
0,the item arrived damaged and rarify the return process was complicated
0,the item arrived damage and the return process was complicated
0,the item arrived damaged was the return process and complicated
0,the item arrived damaged and the return process was complicated
0,the item arrived damaged and the return process was complicated
0,the item arrived damaged and the return process was complicated 
1,the tutorial very easy to follow and was informative
1,the tutorial was well fixed to follow and very informative
1,the tutorial was easy to follow and very prosperous informative
1,the tutorial was easy to real follow and very informative
1,the tutorial was easy informative follow and very to
1,the tutorial was easy to follow and very informative
1,the tutorial was easy to follow and very informative
1,the tutorial was easy to and very informative
1,the tutorial was easy to follow and informative very
1,the tutorial was easy to follow and very enlightening
1,the tutorial was easy to fall out and very informative
1,the tutorial was easy to follow and very informatory
1,the tutorial was easy to follow and very informative 
0,the instructions were unclear and complete couldnt i the setup
0,the instructions were unclear and i couldnt arrant the setup
0,the instructions were unclear setup i couldnt complete the and
0,the instructions perfect were unclear and i couldnt complete the setup
0,the instructions were unclear and i couldnt the setup
0,the instructions were unclear and i couldnt complete the setup
0,the instructions were unclear and i couldnt complete the setup
0,the instructions were unclear the i couldnt complete and setup
0,the instructions were indecipherable and i couldnt complete the setup
0,the setup were unclear and i couldnt complete the instructions
0,the teaching were unclear and i couldnt complete the setup
0,the instructions were unclear and i couldnt complete the setup
0,the instructions were unclear and i couldnt complete the setup 
1,i love how the and organized clean store is
1,uncontaminating i love how clean and organized the store is
1,i get it on how clean and organized the store is
1,i sleep with love how clean and organized the store is
1,and love how clean i organized the store is
1,i love how clean and organized the store is
1,i love how clean and organized the store is
1,i love how and clean organized the store is
1,sleep with i love how clean and organized the store is
1,i love how fairly and organized the store is
1,i love how clean and organized the store is
1,i love how clean is organized the store and
1,i love how clean and organized the store is 
0,and shop was messy the had terrible customer service
0,mussy the shop was messy and had terrible customer service
0,the shop was had and messy terrible customer service
0,the shop was messy and had customer service
0,the denounce was messy and had terrible customer service
0,the shop was messy and had terrible client service
0,the shop grass was messy and had terrible customer service
0,the shop was messy and had terrible customer service
0,the shop was messy and had terrible customer service
0,messy shop was the and had terrible customer service
0,the shop was messy and had terrible customer service
0,the shop was messy and terrible had customer service
0,the shop was messy and had terrible customer service 
1,the hotel clean was spacious room and comfortable
1,the hotel room was clean and comfortable
1,the clean room was spacious hotel and comfortable
1,the hotel room was spacious clean well off and comfortable
1,the hotel room was spacious comfortable and clean
1,the hotel room was spacious clean and prosperous
1,wide the hotel room was spacious clean and comfortable
1,the hotel room was spacious clean and comfortable
1,the hotel room was spacious clean and comfortable
1,the hotel room was broad clean and comfortable
1,the hotel room was spacious clean and well to do
1,the hotel wide room was spacious clean and comfortable
1,the hotel room was spacious clean and comfortable 
0,the room had a strong unpleasant odor and dirty sheets
0,the elbow room had a strong unpleasant odor and dirty sheets
0,the room had a strong unpleasant odor and bemire dirty sheets
0,the room warm had a strong unpleasant odor and dirty sheets
0,the odor had a strong unpleasant room and dirty sheets
0,the room had a strong unpleasant olfactory perception and dirty sheets
0,unpleasant room had a strong the odor and dirty sheets
0,the room had a strong unpleasant odor and dirty sheets
0,the room had a strong unpleasant odor and dirty sheets
0,the room had a bemire strong unpleasant odor and dirty sheets
0,the room strong a had unpleasant odor and dirty sheets
0,the room had a strong unpleasant and dirty sheets
0,the room had a strong unpleasant odor and dirty sheets 
1,the fuel drives smoothly and has excellent car efficiency
1,the car drives smoothly and efficiency excellent fuel has
1,the car drives smoothly and has excellent fuel efficiency
1,the car drives smoothly and fuel excellent has efficiency
1,the car drives swimmingly and has excellent fuel efficiency
1,the car drives swimmingly and has excellent fuel efficiency
1,the car drives smoothly and has excellent fuel efficiency
1,the car drives smoothly and has excellent fuel efficiency
1,the car drives smoothly have got and has excellent fuel efficiency
1,the car drives smoothly and has excellent fuel efficiency
1,the car fire drives smoothly and has excellent fuel efficiency
1,the driving car drives smoothly and has excellent fuel efficiency
1,the car drives smoothly and has excellent fuel efficiency 
0,the makes noises and feels unreliable
0,the engine makes strange noises and feels unreliable
0,the engine makes establish strange noises and feels unreliable
0,the engine unreliable strange noises and feels makes
0,undependable the engine makes strange noises and feels unreliable
0,establish the engine makes strange noises and feels unreliable
0,the makes engine strange noises and feels unreliable
0,the engine makes strange noises and feels unreliable
0,the engine makes and noises strange feels unreliable
0,the engine makes unknown noises and feels unreliable
0,the engine noises strange makes and feels unreliable
0,the engine makes strange noises and feels unreliable
0,the engine makes strange noises and feels unreliable 
1,the new album by the band is full of energy good and great tracks
1,the good new album by the band is full of energy and great tracks
1,the new album by the band energy full of is and great tracks
1,the new album by the band is full energy and great tracks
1,the new album by the is full of energy and great tracks
1,the full album by the band is new of energy and great tracks
1,the of album by the band is full new energy and great tracks
1,the new album by the band is full of energy and great running
1,the new album by the band is total of energy and great tracks
1,the new album by the band is full of energy department and great tracks
1,the new record album album by the band is full of energy and great tracks
1,the new album by the band is full of energy and great cross
1,the new album by the band is full of energy and great tracks 
0,the lyrics were shallow and the melodies were forgettable
0,the lyrics were shallow and the melodies were
0,the lyrics were shoal and the melodies were forgettable
0,the lyrics shallow were and the melodies were forgettable
0,the lyrics were shallow and the melodies were forgettable
0,the live lyrics were shallow and the melodies were forgettable
0,lyrics the were shallow and the melodies were forgettable
0,the lyric poem were shallow and the melodies were forgettable
0,the strain lyrics were shallow and the melodies were forgettable
0,lyrics the were shallow and the melodies were forgettable
0,the lyric were shallow and the melodies were forgettable
0,the lyrics were shallow and the melodies forgettable
0,the lyrics were shallow and the melodies were forgettable 
1,i appreciated the quick and delivery free hassle service
1,i appreciated free quick and hassle the delivery service
1,i appreciated the revalue quick and hassle free delivery service
1,i appreciated the quick and hassle free delivery service
1,i appreciated the quick and hassle free delivery service
1,i appreciated the quick and military service hassle free delivery service
1,i appreciated the quick and hassle devoid delivery service
1,i appreciated the quick and hassle free delivery service
1,i appreciated revalue the quick and hassle free delivery service
1,i appreciated the quick and hassle free speech service
1,free appreciated the quick and hassle i delivery service
1,i appreciated the quick and chivy free delivery service
1,i appreciated the quick and hassle free delivery service 
0,my for was delayed order weeks and no updates were provided
0,my order was delayed for update weeks and no updates were provided
0,my order was delayed for weeks and render no updates were provided
0,my order was delayed provided weeks and no updates were for
0,my order was delayed weeks and no updates were provided
0,live my order was delayed for weeks and no updates were provided
0,my order was render delayed for weeks and no updates were provided
0,my tell was delayed for weeks and no updates were provided
0,my order was delayed for weeks and no updates were provided
0,my ordain was delayed for weeks and no updates were provided
0,my order was delayed for weeks and no updates were provided
0,my order was delayed for weeks and no were provided
0,my order was delayed for weeks and no updates were provided 
1,the teacher the explained concepts clearly and engagingly
1,the teacher explained the concepts clearly conception and engagingly
1,the teacher explained the winsomely concepts clearly and engagingly
1,the teacher the explained concepts clearly and engagingly
1,the teacher explained the concepts clearly and engagingly
1,the teacher explained the concepts and clearly engagingly
1,the teacher explained the construct clearly and engagingly
1,teacher explained the concepts clearly and
1,the teacher instructor explained the concepts clearly and engagingly
1,the teacher explained the concepts clearly and winsomely
1,the teacher explained the concepts clearly and engagingly
1,clearly teacher explained the concepts the and engagingly
1,the teacher explained the concepts clearly and engagingly 
0,the lecture was monotone and hard to follow
0,the lecture was monotonous and hard to flat follow
0,the lecture was monotonous hard and to follow
0,keep abreast the lecture was monotonous and hard to follow
0,the lecture was monotonous follow hard to and
0,the lecture was monotonous and hard to be
0,hard lecture was monotonous and the to follow
0,the lecture was monotonous and hard follow
0,the severely lecture was monotonous and hard to follow
0,monotonous and hard to
0,the chew out was monotonous and hard to follow
0,the keep abreast lecture was monotonous and hard to follow
0,the lecture was monotonous and hard to follow 
1,the museum exhibit was fascinating and well organized
1,the museum exhibit was well and fascinating organized
1,the museum exhibit was captivate and well organized
1,the museum exhibit was fascinating and fountainhead organized
1,the museum exhibit was well and fascinating organized
1,the museum exhibit was fascinating and well organized
1,the museum exhibit was organized and well fascinating
1,the museum exhibit was fascinating and engineer well organized
1,the museum demonstrate exhibit was fascinating and well organized
1,the museum march was fascinating and well organized
1,the museum exhibit was enchant and well organized
1,the museum exhibit was fascinating engineer and well organized
1,the museum exhibit was fascinating and well organized 
0,the exhibit was small and not charles frederick worth the entrance fee
0,not exhibit was small and the worth the entrance fee
0,the exhibit was small and not worth deserving the entrance fee
0,the exhibit was small and not wa worth the entrance fee
0,the exhibit was small and not worth the entrance fee
0,the exhibit and not worth the entrance fee
0,the exhibit was small and not deserving the entrance fee
0,the present was small and not worth the entrance fee
0,the catch exhibit was small and not worth the entrance fee
0,the exhibit small was and not worth the entrance fee
0,the exhibit was diminished and not worth the entrance fee
0,non the exhibit was small and not worth the entrance fee
0,the exhibit was small and not worth the entrance fee 
1,the park was clean and a great place unwind to relax
1,the park was clean and a great place wa to relax
1,the park was clean and a great place to slack up
1,the was clean and a great place to relax
1,the park was clean and a piazza great place to relax
1,the park was clean and a relax place to great
1,the park was clean living and a great place to relax
1,the park was clean and a great to relax
1,the park antiophthalmic factor was clean and a great place to relax
1,place park was clean and a great the to relax
1,the park was clean living and a great place to relax
1,the park was clean and a great place to relax
1,the park was clean and a great place to relax 
0,the and was overcrowded park poorly maintained
0,the park was overcrowded and poorly maintained
0,the and was overcrowded park poorly maintained
0,the park was overcrowded and poorly maintained
0,the park parkland was overcrowded and poorly maintained
0,the park was overcrowded and poorly asseverate
0,the park was overcrowded and indisposed maintained
0,the park was overcrowded and poorly maintained
0,the park was overcrowded and poorly maintained
0,and park was overcrowded the poorly maintained
0,the poorly was overcrowded and park maintained
0,the park wa was overcrowded and poorly maintained
0,the park was overcrowded and poorly maintained 
1,found i the puzzle game challenging and fun
1,the found i puzzle game challenging and fun
1,i found the puzzle game challenging and merriment
1,i found the puzzle game challenging and fun
1,i found the puzzle game ambitious and fun
1,i found the flummox game challenging and fun
1,i found the fun game challenging and puzzle
1,i found the puzzle game challenging and teaser fun
1,i found the puzzle game challenging determine and fun
1,i found the puzzle game challenging and fun
1,i found puzzle game challenging and fun
1,i found the puzzle game punt challenging and fun
1,i found the puzzle game challenging and fun 
0,the puzzles were too easy and got oil production quickly
0,the puzzles were too got boring quickly
0,the vex were too easy and got boring quickly
0,the got were too easy and puzzles boring quickly
0,the puzzles were too easy and quickly boring got
0,the puzzles were too easy and excessively got boring quickly
0,the puzzles were too easy and got boring quickly
0,the puzzles too easy and got boring quickly
0,the puzzles were too easy and got tire quickly
0,tedious the puzzles were too easy and got boring quickly
0,the puzzles were too live easy and got boring quickly
0,the puzzles were too easy and got boring quickly
0,the puzzles were too easy and got boring quickly 
1,the airline staff were courteous and accommodating
1,the airline staff were courteous accommodating
1,the airline staff were courteous and adapt
1,the airline business staff were courteous and accommodating
1,the airway staff were courteous and accommodating
1,the airline staff were courteous and stave accommodating
1,the airline courteous were staff and accommodating
1,the airline and were courteous staff accommodating
1,the airline staff were courteous and accommodating
1,the airline business airline staff were courteous and accommodating
1,the airline staff were gracious and accommodating
1,the courteous staff were airline and accommodating
1,the airline staff were courteous and accommodating 
0,the flight was delayed and no compensation was offered
0,the compensation was delayed and no flight was offered
0,the flight was delayed and no recompense was offered
